a	(-AH_)
dalessandro	(D-AA_)(L-EH_)(S-AA_N)(DR-OW_)
dalessio	(D-AH_)(L-EH_)(S-IY_)(-OW_)
daleth	(D-AA_)(L-EH_TH)
daley	(D-EY_)(L-IY_)
dalfen	(D-AE_L)(F-AH_N)
dalfonso	(D-AE_L)(F-AA_N)(S-OW_)
dalfort	(D-AO_L)(F-ER_T)
dalgety	(D-AE_L)(G-EH_)(T-IY_)
dalgleish	(D-AE_L)(G-AH_)(L-IH_SH)
dalhouse	(D-AO_L)(HH-AW_S)
dali	(D-AA_)(L-IY_)
dalia	(D-AA_L)(Y-AH_)
dalian	(D-EY_)(L-IY_)(-AH_N)
daliberti	(D-AE_)(L-AH_)(B-EH_R)(T-IY_)
dalila	(D-AH_)(L-AY_)(L-AH_)
dalis	(D-AE_)(L-IH_S)
dalke	(D-EY_LK)
dalkon	(D-AE_L)(K-AH_N)
dall	(D-AO_L)
dalla	(D-AE_)(L-AH_)
dallaire	(D-AA_)(L-EH_R)
dallara	(D-AE_)(L-AA_)(R-AH_)
dallas	(D-AE_)(L-AH_S)
dalley	(D-AE_)(L-IY_)
dallhold	(D-AO_L)(HH-OW_LD)
dalliance	(D-AE_)(L-IY_)(-AH_NS)
dallied	(D-AE_)(L-IY_D)
dallman	(D-AO_L)(M-AH_N)
dallmann	(D-AO_L)(M-AH_N)
dally	(D-AE_)(L-IY_)
dalma	(D-AA_L)(M-AH_)
dalman	(D-AE_L)(M-AH_N)
dalmatian	(D-AE_L)(M-EY_)(SH-AH_N)
dalmatians	(D-AE_L)(M-EY_)(SH-AH_NZ)
dalmo	(D-AO_L)(M-OW_)
dalo	(D-AA_)(L-OW_)
daloia	(D-AA_)(L-OW_)(Y-AH_)
daloisio	(D-AA_)(L-OY_)(S-IY_)(-OW_)
dalonzo	(D-AH_)(L-AA_N)(Z-OW_)
dalpe	(D-EY_LP)
dalpiaz	(D-AA_L)(P-IY_)(-AA_Z)
dalporto	(D-AA_L)(P-AO_R)(T-OW_)
dalrymple	(D-AE_L)(R-IH_M)(P-AH_L)
dalto	(D-AA_L)(T-OW_)
dalton	(D-AO_L)(T-AH_N)
daltons	(D-AO_L)(T-AH_NZ)
daly	(D-EY_)(L-IY_)
dalzell	(D-AE_L)(Z-AH_L)
dalziel	(D-AE_L)(Z-IY_L)
dam	(D-AE_M)
dama	(D-AA_)(M-AH_)
damaclean	(D-AE_)(M-AH_)(KL-IY_N)
damage	(D-AE_)(M-AH_JH)
damaged	(D-AE_)(M-AH_JHD)
damages	(D-AE_)(M-AH_)(JH-AH_Z)
damaging	(D-AE_)(M-IH_)(JH-IH_NG)
daman	(D-EY_)(M-AH_N)
damaris	(D-AH_)(M-AA_)(R-AH_S)
damas	(D-AA_)(M-AH_Z)
damascus	(D-AH_)(M-AE_)(SK-AH_S)
damask	(D-AE_)(M-AH_SK)
damasks	(D-AE_)(M-AH_SKS)
damato	(D-AA_)(M-AA_)(T-OW_)
dambach	(D-AE_M)(B-AA_K)
dambacher	(D-AE_M)(B-AA_)(K-ER_)
dambra	(D-AE_M)(BR-AH_)
dambrosia	(D-AA_M)(BR-OW_)(S-IY_)(-AH_)
dambrosio	(D-AE_M)(BR-OW_)(S-IY_)(-OW_)
dame	(D-EY_M)
damelio	(D-AH_)(M-IY_)(L-IY_)(-OW_)
damer	(D-EY_)(M-ER_)
dameron	(D-AA_)(M-EH_)(R-AO_N)
dames	(D-EY_MZ)
damewood	(D-EY_M)(W-UH_D)
damgard	(D-AE_M)(G-AA_RD)
damian	(D-EY_)(M-IY_)(-AH_N)
damiani	(D-AA_)(M-IY_)(-AA_)(N-IY_)
damiano	(D-AA_)(M-IY_)(-AA_)(N-OW_)
damico	(D-AA_)(M-IY_)(K-OW_)
damien	(D-EY_)(M-IY_)(-AH_N)
damietta	(D-AE_)(M-IY_)(-EH_)(T-AH_)
daminozide	(D-AE_)(M-IH_)(N-AH_)(Z-AY_D)
damita	(D-AA_)(M-IY_)(T-AH_)
damitz	(D-AE_)(M-IH_TS)
damm	(D-AE_M)
dammam	(D-AE_)(M-AH_M)
damman	(D-AE_)(M-AH_N)
dammann	(D-AE_)(M-AH_N)
damme	(D-AE_M)
dammed	(D-AE_MD)
dammen	(D-AE_)(M-AH_N)
dammer	(D-AE_)(M-ER_)
dammerman	(D-AE_)(M-ER_)(M-AH_N)
damming	(D-AE_)(M-IH_NG)
dammit	(D-AE_)(M-IH_T)
damn	(D-AE_M)
damnation	(D-AE_M)(N-EY_)(SH-AH_N)
damned	(D-AE_MD)
damning	(D-AE_)(M-IH_NG)
damocles	(D-AE_)(M-AH_)(KL-IY_Z)
damon	(D-EY_)(M-AH_N)
damone	(D-AH_)(M-OW_N)
damons	(D-EY_)(M-AH_NZ)
damoose	(D-AH_)(M-UW_S)
damore	(D-EY_)(M-AO_R)
damour	(D-AH_)(M-UH_R)
damp	(D-AE_MP)
damped	(D-AE_MPT)
dampen	(D-AE_M)(P-AH_N)
dampened	(D-AE_M)(P-AH_ND)
dampening	(D-AE_M)(P-AH_)(N-IH_NG)
damper	(D-AE_M)(P-ER_)
dampers	(D-AE_M)(P-ER_Z)
dampier	(D-AE_M)(P-IY_)(-ER_)
damping	(D-AE_M)(P-IH_NG)
dampness	(D-AE_MP)(N-IH_S)
damps	(D-AE_MPS)
damron	(D-AE_M)(R-AH_N)
damrow	(D-AE_M)(R-OW_)
dams	(D-AE_MZ)
damsel	(D-AE_M)(Z-AH_L)
damson	(D-AE_M)(S-AH_N)
damuth	(D-AE_)(M-UW_TH)
dan	(D-AE_N)
dana	(D-EY_)(N-AH_)
danaher	(D-AE_)(N-AH_)(HH-ER_)
danahy	(D-AE_)(N-AH_)(HH-IY_)
danbury	(D-AE_N)(B-ER_)(-IY_)
danby	(D-AE_N)(B-IY_)
danca	(D-AA_NG)(K-AH_)
dancanet	(D-AE_NG)(K-AH_)(N-EH_T)
dance	(D-AE_NS)
danced	(D-AE_NST)
dancer	(D-AE_N)(S-ER_)
dancers	(D-AE_N)(S-ER_Z)
dances	(D-AE_N)(S-AH_Z)
dancey	(D-AE_N)(S-IY_)
dancing	(D-AE_N)(S-IH_NG)
dancsak	(D-AE_NK)(S-AE_K)
dancy	(D-AE_N)(S-IY_)
dandelion	(D-AE_N)(D-AH_)(L-AY_)(-AH_N)
dandelions	(D-AE_N)(D-AH_)(L-AY_)(-AH_NZ)
dandeneau	(D-AE_N)(D-IH_)(N-OW_)
dando	(D-AE_N)(D-OW_)
dandrea	(D-AE_N)(DR-IY_)(-AH_)
dandridge	(D-AE_N)(DR-IH_JH)
dandruff	(D-AE_N)(DR-AH_F)
dandurand	(D-AE_N)(D-ER_)(-AH_ND)
dandy	(D-AE_N)(D-IY_)
dandyism	(D-AE_N)(D-IY_)(-IH_)(Z-AH_M)
dane	(D-EY_N)
danek	(D-AE_)(N-IH_K)
danella	(D-AH_)(N-EH_)(L-AH_)
danelle	(D-AH_)(N-EH_L)
daner	(D-EY_)(N-ER_)
danes	(D-EY_NZ)
danese	(D-AA_)(N-EY_)(Z-IY_)
daney	(D-EY_)(N-IY_)
danford	(D-AE_N)(F-ER_D)
danforth	(D-AE_N)(F-ER_TH)
dang	(D-AE_NG)
dangel	(D-EY_NG)(G-AH_L)
dangelo	(D-AE_N)(JH-AH_)(L-OW_)
danger	(D-EY_N)(JH-ER_)
dangerfield	(D-EY_N)(JH-ER_)(F-IY_LD)
dangerous	(D-EY_N)(JH-ER_)(-AH_S)
dangerously	(D-EY_N)(JH-ER_)(-AH_)(SL-IY_)
dangers	(D-EY_N)(JH-ER_Z)
dangews	(D-EY_N)(JH-UW_Z)
dangle	(D-AE_NG)(G-AH_L)
dangled	(D-AE_NG)(G-AH_LD)
dangler	(D-AE_NG)(G-AH_)(L-ER_)
dangles	(D-AE_NG)(G-AH_LZ)
dangling	(D-AE_NG)(G-AH_)(L-IH_NG)
dango	(D-AE_NG)(G-OW_)
dani	(D-AA_)(N-IY_)
dania	(D-EY_N)(Y-AH_)
danica	(D-AE_)(N-IH_)(K-AH_)
daniel	(D-AE_N)(Y-AH_L)
daniela	(D-AE_N)(Y-EH_)(L-AH_)
daniele	(D-AE_N)(Y-EH_L)
daniell	(D-AE_)(N-IY_L)
daniella	(D-AE_N)(Y-EH_)(L-AH_)
danielle	(D-AE_)(N-IY_)(-EH_L)
daniello	(D-AA_)(N-IY_)(-EH_)(L-OW_)
daniels	(D-AE_N)(Y-AH_LZ)
danielsen	(D-AE_N)(Y-AH_L)(S-AH_N)
danielski	(D-AH_)(N-IY_L)(SK-IY_)
danielson	(D-AE_N)(Y-AH_L)(S-AH_N)
daniloff	(D-AE_)(N-AH_)(L-AO_F)
danis	(D-AA_)(N-IY_Z)
danish	(D-EY_)(N-IH_SH)
danju	(D-AE_N)(JH-UW_)
danjub	(D-AE_N)(JH-UW_B)
danjube	(D-AE_N)(JH-UW_B)
danjus	(D-AE_N)(JH-AH_S)
dank	(D-AE_NGK)
danker	(D-AE_NG)(K-ER_)
dankert	(D-AE_NG)(K-ER_T)
dankner	(D-AE_NGK)(N-ER_)
danko	(D-AE_NG)(K-OW_)
danks	(D-AE_NGKS)
danley	(D-AE_N)(L-IY_)
danly	(D-AE_N)(L-IY_)
dann	(D-AE_N)
danna	(D-AE_)(N-AH_)
dannelly	(D-AE_)(N-AH_)(L-IY_)
dannels	(D-AE_)(N-AH_LZ)
dannemeyer	(D-AE_)(N-AH_)(M-AY_R)
dannemiller	(D-AE_)(N-AH_)(M-IH_)(L-ER_)
dannen	(D-AE_)(N-AH_N)
dannenberg	(D-AE_)(N-AH_N)(B-ER_G)
danner	(D-AE_)(N-ER_)
danners	(D-AE_)(N-ER_Z)
dannie	(D-AE_)(N-IY_)
dannunzio	(D-AA_)(N-UW_N)(Z-IY_)(-OW_)
danny	(D-AE_)(N-IY_)
dano	(D-AA_)(N-OW_)
danos	(D-EY_)(N-OW_Z)
danowski	(D-AH_)(N-AO_F)(SK-IY_)
dansby	(D-AE_NS)(B-IY_)
danser	(D-AE_N)(S-ER_)
dansereau	(D-AE_N)(S-ER_)(-OW_)
dansforth	(D-AE_N)(SF-AO_RTH)
dansie	(D-AE_N)(S-IY_)
danske	(D-AE_NSK)
danskin	(D-AE_N)(SK-IH_N)
dansky	(D-AE_N)(SK-IY_)
danson	(D-AE_N)(S-AH_N)
danstett	(D-AE_N)(ST-EH_T)
dansville	(D-AE_NZ)(V-IH_L)
dant	(D-AE_NT)
dante	(D-AA_N)(T-EY_)
dantin	(D-AE_N)(T-IH_N)
danton	(D-AE_N)(T-AH_N)
dantoni	(D-AA_N)(T-OW_)(N-IY_)
dantonio	(D-AE_N)(T-OW_)(N-IY_)(-OW_)
dantrell	(D-AE_N)(TR-EH_L)
dantuono	(D-AA_N)(TW-OW_)(N-OW_)
dantzler	(D-AE_NT)(SL-ER_)
danube	(D-AE_N)(Y-UW_B)
danvers	(D-AE_N)(V-ER_Z)
danville	(D-AE_N)(V-IH_L)
danvy	(D-AE_N)(V-IY_)
danylyszyn	(D-AE_)(N-IH_)(L-IY_)(Z-IH_N)
danz	(D-AE_NZ)
danza	(D-AE_N)(Z-AH_)
danzer	(D-AE_N)(Z-ER_)
danzig	(D-AE_N)(Z-IH_G)
danziger	(D-AE_N)(Z-IH_)(G-ER_)
danzy	(D-AE_N)(Z-IY_)
dao	(D-AW_)
daoud	(D-AW_D)
daoust	(D-AW_ST)
daphne	(D-AE_F)(N-IY_)
daphnis	(D-AE_F)(N-AH_S)
dapice	(D-AA_)(P-IH_S)
dapolito	(D-AA_)(P-OW_)(L-IY_)(T-OW_)
daponte	(D-AA_)(P-OW_N)(T-EY_)
dapozzo	(D-AH_)(P-AA_)(Z-OW_)
dapp	(D-AE_P)
dapper	(D-AE_)(P-ER_)
dapuzzo	(D-AH_)(P-AH_)(Z-OW_)
daquila	(D-AA_)(KW-IY_)(L-AH_)
dar	(D-AA_R)
dara	(D-AE_)(R-AH_)
darak	(D-EH_)(R-AE_K)
darblay	(D-AA_R)(BL-EY_)
darbonne	(D-AA_R)(B-AH_N)
darby	(D-AA_R)(B-IY_)
darbyshire	(D-AA_R)(B-IH_)(SH-AY_R)
darcangelo	(D-AA_R)(K-AA_NG)(G-EH_)(L-OW_)
darcey	(D-AA_R)(S-IY_)
darcie	(D-AA_R)(K-IY_)
darco	(D-AA_R)(K-OW_)
darcy	(D-AA_R)(S-IY_)
dardar	(D-AA_R)(D-AA_R)
darden	(D-AA_R)(D-AH_N)
dardis	(D-AA_R)(D-IH_S)
dare	(D-EH_R)
dared	(D-EH_RD)
daredevil	(D-EH_R)(D-EH_)(V-AH_L)
daremblum	(D-EH_)(R-AH_M)(BL-UW_M)
daren	(D-AE_)(R-IH_N)
darensbourg	(D-AE_)(R-IH_NS)(B-ER_G)
dares	(D-EH_RZ)
daresay	(D-EH_R)(S-EY_)
darga	(D-AA_R)(G-AH_)
dargan	(D-AA_R)(G-AH_N)
dargis	(D-AA_R)(G-IH_S)
daria	(D-AA_)(R-IY_)(-AH_)
darice	(D-AA_)(R-IH_S)
darien	(D-EH_)(R-IY_)(-AH_N)
darienzo	(D-AA_)(R-IY_N)(Z-OW_)
darin	(D-AE_)(R-IH_N)
daring	(D-EH_)(R-IH_NG)
dario	(D-EH_)(R-IY_)(-OW_)
darity	(D-AE_)(R-IH_)(T-IY_)
darius	(D-ER_)(-AY_)(-AH_S)
darjeeling	(D-AA_R)(JH-IY_)(L-IH_NG)
dark	(D-AA_RK)
darke	(D-AA_RK)
darken	(D-AA_R)(K-AH_N)
darkened	(D-AA_R)(K-AH_ND)
darkening	(D-AA_R)(K-AH_)(N-IH_NG)
darker	(D-AA_R)(K-ER_)
darkest	(D-AA_R)(K-AH_ST)
darkie	(D-AA_R)(K-IY_)
darkly	(D-AA_R)(KL-IY_)
darkness	(D-AA_RK)(N-AH_S)
darkroom	(D-AA_R)(KR-UW_M)
darland	(D-AA_R)(L-AH_ND)
darlene	(D-AA_R)(L-IY_N)
darley	(D-AA_R)(L-IY_)
darlin	(D-AA_R)(L-IH_N)
darline	(D-AA_R)(L-AY_N)
darling	(D-AA_R)(L-IH_NG)
darlings	(D-AA_R)(L-IH_NGZ)
darlington	(D-AA_R)(L-IH_NG)(T-AH_N)
darman	(D-AA_R)(M-AH_N)
darmstadt	(D-AA_RM)(ST-AE_T)
darn	(D-AA_RN)
darnall	(D-AA_R)(N-AH_L)
darned	(D-AA_RND)
darnedest	(D-AA_RN)(D-EH_ST)
darnel	(D-AA_R)(N-AH_L)
darnell	(D-AA_R)(N-EH_L)
darner	(D-AA_R)(N-ER_)
darnold	(D-AA_R)(N-OW_LD)
darns	(D-AA_RNZ)
darocha	(D-AA_)(R-OW_)(K-AH_)
darosa	(D-AA_)(R-OW_)(S-AH_)
darpa	(D-AA_R)(P-AH_)
darpino	(D-AA_R)(P-IY_)(N-OW_)
darr	(D-EH_R)
darragh	(D-EH_)(R-AH_)
darrah	(D-AE_)(R-AH_)
darrell	(D-EH_)(R-AH_L)
darrelle	(D-ER_)(-EH_L)
darren	(D-AA_)(R-AH_N)
darrick	(D-AE_)(R-IH_K)
darrigo	(D-AA_)(R-IY_)(G-OW_)
darrington	(D-AE_)(R-IH_NG)(T-AH_N)
darroch	(D-AE_)(R-AH_K)
darrough	(D-AE_)(R-AW_)
darrow	(D-EH_)(R-OW_)
darryl	(D-EH_)(R-AH_L)
darsey	(D-AA_R)(S-IY_)
darst	(D-AA_RST)
darsy	(D-AA_R)(S-IY_)
dart	(D-AA_RT)
dartboard	(D-AA_RT)(B-AO_RD)
darted	(D-AA_R)(T-IH_D)
darter	(D-AA_R)(T-ER_)
dartez	(D-AA_R)(T-EH_Z)
darth	(D-AA_RTH)
darting	(D-AA_R)(T-IH_NG)
dartmouth	(D-AA_RT)(M-AH_TH)
darton	(D-AA_R)(T-AH_N)
darts	(D-AA_RTS)
dartt	(D-AA_RT)
darty	(D-AA_R)(T-IY_)
darville	(D-AA_R)(V-IH_L)
darwin	(D-AA_R)(W-IH_N)
darwinian	(D-AA_R)(W-IH_)(N-IY_)(-AH_N)
darwinism	(D-AA_R)(W-IH_)(N-IH_)(Z-AH_M)
darwish	(D-AA_R)(W-IH_SH)
daryl	(D-EH_)(R-AH_L)
das	(D-AE_S)
dasa	(D-AA_)(S-AH_)
dasaro	(D-AA_)(S-AA_)(R-OW_)
dasburg	(D-AE_S)(B-ER_G)
dascenzo	(D-AA_S)(CH-EH_N)(Z-OW_)
dasch	(D-AE_SH)
daschle	(D-AE_SH)(L-IY_)
dascoli	(D-AA_)(SK-OW_)(L-IY_)
dase	(D-EY_Z)
daseke	(D-EY_)(S-AH_)(K-IY_)
dash	(D-AE_SH)
dashboard	(D-AE_SH)(B-AO_RD)
dashboards	(D-AE_SH)(B-AO_RDZ)
dashed	(D-AE_SHT)
dashel	(D-AE_)(SH-AH_L)
dashell	(D-AE_)(SH-AH_L)
dasher	(D-AE_)(SH-ER_)
dashes	(D-AE_)(SH-IH_Z)
dashiell	(D-AE_)(SH-IY_L)
dashiki	(D-AH_)(SH-IY_)(K-IY_)
dashing	(D-AE_)(SH-IH_NG)
dashnaw	(D-AE_SH)(N-AO_)
dashner	(D-AE_SH)(N-ER_)
dashville	(D-AE_SH)(V-IH_L)
dashwood	(D-AE_)(SHW-UH_D)
dasilva	(D-AH_)(S-IH_L)(V-AH_)
daspin	(D-AE_)(SP-IH_N)
daspit	(D-AE_)(SP-IH_T)
dass	(D-AE_S)
dassault	(D-AE_)(S-AO_LT)
dassler	(D-AE_)(SL-ER_)
dassow	(D-AE_)(S-OW_)
dastardly	(D-AE_)(ST-ER_D)(L-IY_)
dat	(D-AE_T)
data	(D-EY_)(T-AH_)
database	(D-EY_)(T-AH_)(B-EY_S)
databases	(D-EY_)(T-AH_)(B-EY_)(S-IH_Z)
datacard	(D-EY_)(T-AH_)(K-AA_RD)
datacomm	(D-EY_)(T-AH_)(K-AA_M)
datacomp	(D-EY_)(T-AH_)(K-AA_MP)
datacopy	(D-EY_)(T-AH_)(K-AA_)(P-IY_)
datagraphix	(D-EY_)(T-AH_)(GR-AE_)(F-IH_KS)
datametrics	(D-EY_)(T-AH_)(M-EH_)(TR-IH_KS)
datapoint	(D-EY_)(T-AH_)(P-OY_NT)
datapower	(D-EY_)(T-AH_)(P-AW_R)
dataproducts	(D-EY_)(T-AH_)(PR-AA_)(D-AH_KTS)
dataquest	(D-EY_)(T-AH_)(KW-EH_ST)
dataram	(D-EY_)(T-ER_)(-AE_M)
datarex	(D-EY_)(T-ER_)(-EH_KS)
datas	(D-EY_)(T-AH_Z)
date	(D-EY_T)
dated	(D-EY_)(T-IH_D)
datek	(D-AE_)(T-EH_K)
dateline	(D-EY_T)(L-AY_N)
datelines	(D-EY_T)(L-AY_NZ)
dates	(D-EY_TS)
datext	(D-AE_)(T-EH_KST)
dating	(D-EY_)(T-IH_NG)
dato	(D-AA_)(T-OW_)
datron	(D-AE_)(TR-AH_N)
dats	(D-AE_TS)
datsun	(D-AE_T)(S-AH_N)
dattilio	(D-AA_)(T-IY_)(L-IY_)(-OW_)
dattilo	(D-AA_)(T-IY_)(L-OW_)
datuk	(D-AA_)(T-UW_K)
datum	(D-AE_)(T-AH_M)
datura	(D-AH_)(T-UH_)(R-AH_)
datz	(D-AE_TS)
dau	(D-OW_)
daub	(D-AO_B)
daube	(D-AO_B)
daubed	(D-AO_BD)
daubenspeck	(D-AW_)(B-IH_N)(SP-IH_K)
dauber	(D-AW_)(B-ER_)
daubert	(D-AW_)(B-ER_T)
dauch	(D-AW_CH)
daudelin	(D-OW_)(D-IH_)(L-AE_N)
dauenhauer	(D-AW_)(-AH_N)(HH-AW_)(-ER_)
dauer	(D-AW_)(-ER_)
daufuskie	(D-OW_)(F-AH_)(SK-IY_)
daughdrill	(D-AO_)(DR-IH_L)
daughenbaugh	(D-AO_)(-EH_N)(B-AO_)
daugherty	(D-AA_)(K-ER_)(T-IY_)
daughety	(D-AO_)(-IH_)(T-IY_)
daughney	(D-AO_)(N-IY_)
daughter	(D-AO_)(T-ER_)
daughters	(D-AO_)(T-ER_Z)
daughtery	(D-AO_)(T-ER_)(-IY_)
daughton	(D-AO_)(T-AH_N)
daughtrey	(D-AO_)(TR-IY_)
daughtridge	(D-AO_)(TR-IH_JH)
daughtry	(D-AO_)(TR-IY_)
daul	(D-AO_L)
dault	(D-AO_LT)
daulton	(D-AO_L)(T-AH_N)
daum	(D-AO_M)
daun	(D-AO_N)
daunt	(D-AO_NT)
daunted	(D-AO_N)(T-IH_D)
daunting	(D-AO_N)(T-IH_NG)
dauphin	(D-AW_)(F-IH_N)
dauphinais	(D-OW_)(F-IH_)(N-EY_)
dauphinee	(D-AO_)(F-IH_)(N-IY_)
dauria	(D-AO_)(R-IY_)(-AH_)
daus	(D-AO_Z)
dauster	(D-AW_)(ST-ER_)
dauterive	(D-OW_)(T-ER_)(-IH_V)
dauzat	(D-AW_)(Z-AH_T)
davalos	(D-AA_)(V-AA_)(L-OW_Z)
davanzo	(D-AH_)(V-AE_N)(Z-OW_)
davao	(D-AH_)(V-OW_)
davault	(D-AH_)(V-OW_)
davco	(D-AE_V)(K-OW_)
dave	(D-EY_V)
davee	(D-AE_)(V-IY_)
davenport	(D-AE_)(V-AH_N)(P-AO_RT)
davern	(D-AE_)(V-ER_N)
daversa	(D-AA_)(V-EH_R)(S-AH_)
daves	(D-EY_VZ)
davey	(D-EY_)(V-IY_)
davi	(D-AA_)(V-IY_)
davia	(D-AA_)(V-IY_)(-AH_)
david	(D-EY_)(V-IH_D)
davida	(D-AA_)(V-IY_)(D-AH_)
davide	(D-AH_)(V-IY_)(D-EY_)
davidge	(D-AE_)(V-IH_JH)
davidian	(D-AH_)(V-IH_)(D-IY_)(-AH_N)
davidians	(D-AH_)(V-IH_)(D-IY_)(-AH_NZ)
davidoff	(D-EY_)(V-IH_)(D-AO_F)
davidow	(D-AE_)(V-IH_)(D-OW_)
davids	(D-EY_)(V-IH_DZ)
davidson	(D-EY_)(V-IH_D)(S-AH_N)
davie	(D-EY_)(V-IY_)
davies	(D-EY_)(V-IY_Z)
davignon	(D-AA_)(V-IY_G)(N-AO_N)
davila	(D-AH_)(V-IH_)(L-AH_)
davilla	(D-AH_)(V-IH_)(L-AH_)
davin	(D-AE_)(V-IH_N)
davina	(D-AA_)(V-IY_)(N-AH_)
davino	(D-AA_)(V-IY_)(N-OW_)
davis	(D-EY_)(V-AH_S)
davison	(D-EY_)(V-IH_)(S-AH_N)
davisson	(D-AE_)(V-IH_)(S-AH_N)
davitt	(D-AH_)(V-IH_T)
davlin	(D-AE_V)(L-IH_N)
davoli	(D-AA_)(V-OW_)(L-IY_)
davos	(D-AA_)(V-OW_S)
davox	(D-AE_)(V-AA_KS)
davy	(D-EY_)(V-IY_)
davydov	(D-EY_)(V-IH_)(D-AO_V)
daw	(D-AO_)
dawdle	(D-AO_)(D-AH_L)
dawdling	(D-AO_D)(L-IH_NG)
dawdy	(D-AO_)(D-IY_)
dawe	(D-AO_)
dawes	(D-AO_Z)
dawit	(D-AE_)(W-IH_T)
dawkins	(D-AO_)(K-IH_NZ)
dawley	(D-AO_)(L-IY_)
dawn	(D-AO_N)
dawned	(D-AO_ND)
dawning	(D-AO_)(N-IH_NG)
dawns	(D-AO_NZ)
daws	(D-AO_Z)
dawsey	(D-AO_)(S-IY_)
dawson	(D-AO_)(S-AH_N)
dax	(D-AE_KS)
daxor	(D-AE_K)(S-ER_)
day	(D-EY_)
daya	(D-AY_)(-AH_)
dayan	(D-EY_)(-AH_N)
daybreak	(D-EY_)(BR-EY_K)
daycare	(D-EY_)(K-EH_R)
dayco	(D-EY_)(K-OW_)
daydream	(D-EY_)(DR-IY_M)
daydreamed	(D-EY_)(DR-IY_MD)
daydreaming	(D-EY_)(DR-IY_)(M-IH_NG)
daye	(D-EY_)
dayhoff	(D-EY_)(HH-AO_F)
dayhuff	(D-EY_)(HH-AH_F)
dayle	(D-EY_L)
dayley	(D-EY_)(L-IY_)
daylight	(D-EY_)(L-AY_T)
daylights	(D-EY_)(L-AY_TS)
daylong	(D-EY_)(L-AO_NG)
daynard	(D-EY_)(N-ER_D)
dayne	(D-EY_N)
days	(D-EY_Z)
daytime	(D-EY_)(T-AY_M)
daytimes	(D-EY_)(T-AY_MZ)
dayton	(D-EY_)(T-AH_N)
daytona	(D-EY_)(T-OW_)(N-AH_)
daytop	(D-EY_)(T-AA_P)
daywalt	(D-EY_)(W-AH_LT)
daze	(D-EY_Z)
dazed	(D-EY_ZD)
dazey	(D-EY_)(Z-IY_)
dazs	(D-AA_S)
dazzle	(D-AE_)(Z-AH_L)
dazzled	(D-AE_)(Z-AH_LD)
dazzling	(D-AE_)(Z-AH_)(L-IH_NG)
dazzo	(D-AE_)(Z-OW_)
dbase	(D-IY_)(B-EY_S)
ddt	(D-IY_)(D-IY_)(T-IY_)
de	(D-IY_)
dea	(D-IY_)
deacon	(D-IY_)(K-AH_N)
deaconess	(D-IY_)(K-AH_)(N-AH_S)
deacons	(D-IY_)(K-AH_NZ)
deactivate	(D-IY_)(-AE_K)(T-IH_)(V-EY_T)
deactivated	(D-IY_)(-AE_K)(T-IH_)(V-EY_)(T-IH_D)
dead	(D-EH_D)
deadbeat	(D-EH_D)(B-IY_T)
deadbeats	(D-EH_D)(B-IY_TS)
deadbolt	(D-EH_D)(B-OW_LT)
deaden	(D-EH_)(D-AH_N)
deadening	(D-EH_)(D-AH_)(N-IH_NG)
deader	(D-EH_)(D-ER_)
deadhead	(D-EH_D)(HH-EH_D)
deadheads	(D-EH_D)(HH-EH_DZ)
deadlier	(D-EH_D)(L-IY_)(-ER_)
deadliest	(D-EH_D)(L-IY_)(-AH_ST)
deadline	(D-EH_D)(L-AY_N)
deadlines	(D-EH_D)(L-AY_NZ)
deadliness	(D-EH_D)(L-IY_)(N-AH_S)
deadlock	(D-EH_D)(L-AA_K)
deadlocked	(D-EH_D)(L-AA_KT)
deadlocks	(D-EH_D)(L-AA_KS)
deadly	(D-EH_D)(L-IY_)
deadpan	(D-EH_D)(P-AE_N)
deadweight	(D-EH_)(DW-EY_T)
deadwood	(D-EH_)(DW-UH_D)
deadwyler	(D-EH_)(DW-AY_)(L-ER_)
deady	(D-EH_)(D-IY_)
deaf	(D-EH_F)
deafen	(D-EH_)(F-AH_N)
deafening	(D-EH_)(F-AH_)(N-IH_NG)
deafness	(D-EH_F)(N-AH_S)
deahl	(D-IY_L)
deak	(D-IY_K)
deakin	(D-IY_)(K-IH_N)
deakins	(D-IY_)(K-IH_NZ)
deal	(D-IY_L)
dealba	(D-IY_)(-AE_L)(B-AH_)
deale	(D-IY_L)
dealer	(D-IY_)(L-ER_)
dealerline	(D-IY_)(L-ER_)(L-AY_N)
dealers	(D-IY_)(L-ER_Z)
dealership	(D-IY_)(L-ER_)(SH-IH_P)
dealerships	(D-IY_)(L-ER_)(SH-IH_PS)
dealey	(D-IY_)(L-IY_)
dealfish	(D-IY_L)(F-IH_SH)
dealing	(D-IY_)(L-IH_NG)
dealings	(D-IY_)(L-IH_NGZ)
dealmaker	(D-IY_L)(M-EY_)(K-ER_)
dealmakers	(D-IY_L)(M-EY_)(K-ER_Z)
dealmaking	(D-IY_L)(M-EY_)(K-IH_NG)
dealmeida	(D-AH_L)(M-IY_)(D-AH_)
deals	(D-IY_LZ)
dealt	(D-EH_LT)
dealy	(D-IY_)(L-IY_)
deam	(D-IY_M)
deamer	(D-IY_)(M-ER_)
dean	(D-IY_N)
deana	(D-IY_)(-AE_)(N-AH_)
deanda	(D-IY_)(-AE_N)(D-AH_)
deandrade	(D-AH_N)(DR-AA_)(D-IY_)
deandrea	(D-AE_)(DR-IY_)(-AH_)
deane	(D-IY_N)
