a	(AH)
forseeable	(F_AO_R)(S_IY)(AH)(B_AH_L)
forsell	(F_AO_R)(S_AH_L)
forseth	(F_AO_R)(S_IH_TH)
forsgren	(F_AO_RS)(GR_EH_N)
forshan	(F_AO_R)(SH_AH_N)
forshee	(F_AO_R)(SH_IY)
forshey	(F_AO_R)(SH_IY)
forslund	(F_AO_R)(SL_AH_ND)
forsman	(F_AO_R)(SM_AH_N)
forson	(F_AO_R)(S_AH_N)
forsook	(F_AO_R)(S_UH_K)
forst	(F_AO_RST)
forster	(F_AO_R)(ST_ER)
forstmann	(F_AO_RST)(M_AH_N)
forstner	(F_AO_RST)(N_ER)
forstrom	(F_AO_R)(STR_AH_M)
forswear	(F_AO_R)(SW_EH_R)
forsworn	(F_AO_R)(SW_AO_RN)
forsyth	(F_AO_R)(S_AY_TH)
forsythe	(F_AO_R)(S_AY_DH)
forsythia	(F_AO_R)(S_IH)(TH_IY)(AH)
forsythias	(F_AO_R)(S_IH)(TH_IY)(AH_Z)
fort	(F_AO_RT)
fortas	(F_AO_R)(T_AH_S)
forte	(F_AO_R)(T_EY)
fortenberry	(F_AO_R)(T_AH_N)(B_EH)(R_IY)
fortes	(F_AO_R)(T_EY_Z)
forth	(F_AO_RTH)
forthcoming	(F_AO_RTH)(K_AH)(M_IH_NG)
forthright	(F_AO_R)(THR_AY_T)
forthrightly	(F_AO_R)(THR_AY_T)(L_IY)
forthrightness	(F_AO_R)(THR_AY_T)(N_AH_S)
forthwith	(F_AO_R)(THW_IH_TH)
forti	(F_AO_R)(T_IY)
fortier	(F_AO_R)(T_IY)(ER)
forties	(F_AO_R)(T_IY_Z)
fortieth	(F_AO_R)(T_IY)(IH_TH)
fortification	(F_AO_R)(T_AH)(F_AH)(K_EY)(SH_AH_N)
fortifications	(F_AO_R)(T_AH)(F_AH)(K_EY)(SH_AH_NZ)
fortified	(F_AO_R)(T_AH)(F_AY_D)
fortifier	(F_AO_R)(T_AH)(F_AY)(ER)
fortifiers	(F_AO_R)(T_AH)(F_AY)(ER_Z)
fortify	(F_AO_R)(T_IH)(F_AY)
fortifying	(F_AO_R)(T_IH)(F_AY)(IH_NG)
fortin	(F_AO_R)(T_IH_N)
fortini	(F_AO_R)(T_IY)(N_IY)
fortino	(F_AO_R)(T_IY)(N_OW)
fortis	(F_AO_R)(T_IH_S)
fortitude	(F_AO_R)(T_IH)(T_UW_D)
fortman	(F_AO_RT)(M_AH_N)
fortna	(F_AO_RT)(N_AH)
fortner	(F_AO_RT)(N_ER)
fortney	(F_AO_RT)(N_IY)
fortnight	(F_AO_RT)(N_AY_T)
fortnightly	(F_AO_RT)(N_AY_T)(L_IY)
forton	(F_AO_R)(T_AH_N)
fortress	(F_AO_R)(TR_AH_S)
fortresses	(F_AO_R)(TR_AH)(S_IH_Z)
forts	(F_AO_RTS)
fortson	(F_AO_RT)(S_AH_N)
fortuitous	(F_AO_R)(T_UW)(IH)(T_AH_S)
fortuna	(F_AO_R)(T_UW)(N_AH)
fortunate	(F_AO_R)(CH_AH)(N_AH_T)
fortunately	(F_AO_R)(CH_AH)(N_AH_T)(L_IY)
fortunato	(F_AO_R)(T_UW)(N_AA)(T_OW)
fortune	(F_AO_R)(CH_AH_N)
fortunes	(F_AO_R)(CH_AH_NZ)
forty	(F_AO_R)(T_IY)
forum	(F_AO)(R_AH_M)
forums	(F_AO)(R_AH_MZ)
forward	(F_AO_R)(W_ER_D)
forwarded	(F_AO_R)(W_ER)(D_IH_D)
forwarder	(F_AO_R)(W_ER)(D_ER)
forwarders	(F_AO_R)(W_ER)(D_ER_Z)
forwarding	(F_AO_R)(W_ER)(D_IH_NG)
forwards	(F_AO_R)(W_ER_DZ)
forwood	(F_AO_R)(W_UH_D)
forys	(F_AO)(R_IY_Z)
forza	(F_AO_R)(Z_AH)
fosamax	(F_AA)(S_AH)(M_AE_KS)
fosback	(F_AA_S)(B_AE_K)
fosberg	(F_AA_S)(B_ER_G)
fosco	(F_AA)(SK_OW)
fosdick	(F_AA_S)(D_IH_K)
foshee	(F_AA)(SH_IY)
fosia	(F_OW)(ZH_AH)
foskett	(F_AA)(SK_IH_T)
foskey	(F_AA)(SK_IY)
fosler	(F_AA)(S_AH)(L_ER)
fosnaugh	(F_AA)(SN_AO)
foss	(F_AA_S)
fosse	(F_AA_S)
fossel	(F_AA)(S_AH_L)
fossen	(F_AA)(S_AH_N)
fossett	(F_AA)(S_IH_T)
fossey	(F_AA)(S_IY)
fossil	(F_AA)(S_AH_L)
fossiliferous	(F_AA)(S_AH)(L_IH)(F_ER)(AH_S)
fossilize	(F_AA)(S_AH)(L_AY_Z)
fossilized	(F_AA)(S_AH)(L_AY_ZD)
fossils	(F_AA)(S_AH_LZ)
fossum	(F_AA)(S_AH_M)
foster	(F_AA)(ST_ER)
fostered	(F_AA)(ST_ER_D)
fostering	(F_AA)(ST_ER)(IH_NG)
fosters	(F_AA)(ST_ER_Z)
foth	(F_AA_TH)
fothergill	(F_AH)(DH_ER)(G_IH_L)
fotheringham	(F_AH)(DH_ER)(IH_NG)(HH_AE_M)
foti	(F_OW)(T_IY)
fotis	(F_OW)(T_IH_S)
fotopoulos	(F_AH)(T_AA)(P_AH)(L_IH_S)
fouad	(F_UW)(AE_D)
fouch	(F_AW_CH)
fouche	(F_AW_CH)
foucher	(F_AW)(K_ER)
fougere	(F_AW)(G_ER)
fought	(F_AO_T)
fouhy	(F_UW)(IY)
foul	(F_AW_L)
foulds	(F_OW_LDZ)
fouled	(F_AW_LD)
fouling	(F_AW)(L_IH_NG)
foulk	(F_AW_LK)
foulke	(F_AW_LK)
foulkes	(F_AW_LKS)
foulks	(F_UW_LKS)
foulness	(F_AW_L)(N_AH_S)
fouls	(F_AW_LZ)
found	(F_AW_ND)
foundation	(F_AW_N)(D_EY)(SH_AH_N)
foundational	(F_AW_N)(D_EY)(SH_AH)(N_AH_L)
foundations	(F_AW_N)(D_EY)(SH_AH_NZ)
founded	(F_AW_N)(D_AH_D)
founder	(F_AW_N)(D_ER)
foundered	(F_AW_N)(D_ER_D)
foundering	(F_AW_N)(D_ER)(IH_NG)
founders	(F_AW_N)(D_ER_Z)
founding	(F_AW_N)(D_IH_NG)
foundling	(F_AW_ND)(L_IH_NG)
foundries	(F_AW_N)(DR_IY_Z)
foundry	(F_AW_N)(DR_IY)
fountain	(F_AW_N)(T_AH_N)
fountaine	(F_UW_N)(T_EY_N)
fountains	(F_AW_N)(T_AH_NZ)
four	(F_AO_R)
fourfold	(F_AO_R)(F_OW_LD)
fourman	(F_AO_R)(M_AH_N)
fournet	(F_UH_R)(N_EH_T)
fournier	(F_AO_R)(N_IY)(ER)
fours	(F_AO_RZ)
foursome	(F_AO_R)(S_AH_M)
foursquare	(F_AO_R)(SKW_EH_R)
fourteen	(F_AO_R)(T_IY_N)
fourteens	(F_AO_R)(T_IY_NZ)
fourteenth	(F_AO_R)(T_IY_NTH)
fourth	(F_AO_RTH)
fourthly	(F_AO_RTH)(L_IY)
fourthquarter	(F_AO_RTH)(KW_AO_R)(T_ER)
fourths	(F_AO_RTHS)
fourtou	(F_AO_R)(T_UW)
fouse	(F_AW_S)
fousek	(F_AW)(S_IH_K)
foushee	(F_AW)(SH_IY)
foust	(F_AW_ST)
fout	(F_AW_T)
foutch	(F_AW_CH)
fouts	(F_AW_TS)
fouty	(F_AW)(T_IY)
foutz	(F_AW_TS)
fowble	(F_AW)(B_AH_L)
fowers	(F_AW)(ER_Z)
fowkes	(F_AW_KS)
fowl	(F_AW_L)
fowle	(F_AW)(AH_L)
fowler	(F_AW)(L_ER)
fowles	(F_AW)(AH_LZ)
fowlkes	(F_AW_LKS)
fox	(F_AA_KS)
foxboro	(F_AA_KS)(B_ER)(OW)
foxes	(F_AA_K)(S_AH_Z)
foxfire	(F_AA_K)(SF_AY_R)
foxglove	(F_AA_KS)(GL_AH_V)
foxhole	(F_AA_KS)(HH_OW_L)
foxholes	(F_AA_KS)(HH_OW_LZ)
foxhound	(F_AA_KS)(HH_AW_ND)
foxman	(F_AA_K)(SM_AH_N)
foxmeyer	(F_AA_K)(SM_AY_R)
foxtail	(F_AA_K)(ST_EY_L)
foxwell	(F_AA_K)(SW_EH_L)
foxwood	(F_AA_K)(SW_UH_D)
foxwoods	(F_AA_K)(SW_UH_DZ)
foxworth	(F_AA_K)(SW_ER_TH)
foxworthy	(F_AA_K)(SW_ER)(DH_IY)
foxx	(F_AA_KS)
foxy	(F_AA_K)(S_IY)
foy	(F_OY)
foye	(F_OY)
foyer	(F_OY)(ER)
foyle	(F_OY_L)
foyt	(F_OY_T)
fraas	(FR_AA_Z)
frable	(FR_EY)(B_AH_L)
fracas	(FR_EY)(K_AH_S)
frace	(FR_EY_S)
fractal	(FR_AE_K)(T_AH_L)
fraction	(FR_AE_K)(SH_AH_N)
fractional	(FR_AE_K)(SH_AH)(N_AH_L)
fractionally	(FR_AE_K)(SH_AH)(N_AH)(L_IY)
fractions	(FR_AE_K)(SH_AH_NZ)
fractious	(FR_AE_K)(SH_AH_S)
fractiousness	(FR_AE_K)(SH_AH)(SN_AH_S)
fracture	(FR_AE_K)(CH_ER)
fractured	(FR_AE_K)(CH_ER_D)
fractures	(FR_AE_K)(CH_ER_Z)
fracturing	(FR_AE_K)(CH_ER)(IH_NG)
fradette	(FR_AH)(D_EH_T)
fradkin	(FR_AE_D)(K_IH_N)
frady	(FR_EY)(D_IY)
fraga	(FR_AA)(G_AH)
fragale	(FR_AA)(G_AA)(L_IY)
frager	(FR_EY)(G_ER)
fragile	(FR_AE)(JH_AH_L)
fragility	(FR_AH)(JH_IH)(L_AH)(T_IY)
fragment	(FR_AE_G)(M_AH_NT)
fragmentary	(FR_AE_G)(M_AH_N)(T_EH)(R_IY)
fragmentation	(FR_AE_G)(M_AH_N)(T_EY)(SH_AH_N)
fragmented	(FR_AE_G)(M_AH_N)(T_IH_D)
fragmenting	(FR_AE_G)(M_AH_N)(T_IH_NG)
fragments	(FR_AE_G)(M_AH_NTS)
frago	(FR_EY)(G_OW)
fragonard	(FR_AE)(G_AH)(N_ER_D)
fragoso	(FR_AA)(G_OW)(S_OW)
fragrance	(FR_EY)(GR_AH_NS)
fragrances	(FR_EY)(GR_AH_N)(S_AH_Z)
fragrant	(FR_EY)(GR_AH_NT)
fraher	(FR_AA)(ER)
frahm	(FR_AE_M)
frail	(FR_EY_L)
frailey	(FR_EY)(L_IY)
frailties	(FR_EY_L)(T_IY_Z)
frailty	(FR_EY_L)(T_IY)
fraim	(FR_EY_M)
frain	(FR_EY_N)
fraine	(FR_EY_N)
fraioli	(FR_AY)(OW)(L_IY)
fraire	(FR_EH_R)
fraiser	(FR_EY)(ZH_ER)
fraizer	(FR_EY)(ZH_ER)
fraker	(FR_EY)(K_ER)
frakes	(FR_EY_KS)
fraleigh	(FR_EY)(L_IY)
fraley	(FR_EY)(L_IY)
fralick	(FR_AE)(L_IH_K)
fralin	(FR_AE)(L_IH_N)
fralix	(FR_AE)(L_IH_KS)
fram	(FR_AE_M)
framatome	(FR_AE)(M_AH)(T_OW_M)
frame	(FR_EY_M)
framed	(FR_EY_MD)
framer	(FR_EY)(M_ER)
framers	(FR_EY)(M_ER_Z)
frames	(FR_EY_MZ)
framework	(FR_EY_M)(W_ER_K)
framing	(FR_EY)(M_IH_NG)
framingham	(FR_EY)(M_IH_NG)(HH_AE_M)
frampton	(FR_AE_MP)(T_AH_N)
fran	(FR_AE_N)
frana	(FR_AE)(N_AH)
franc	(FR_AE_NGK)
franca	(FR_AE_NG)(K_AH)
francais	(FR_AA_N)(S_EY)
francaise	(FR_AA_N)(S_EH_Z)
francaises	(FR_AA_N)(S_EH_Z)
francavilla	(FR_AA_N)(K_AA)(V_IH)(L_AH)
france	(FR_AE_NS)
francek	(FR_AE_N)(CH_EH_K)
frances	(FR_AE_N)(S_IH_S)
francesca	(FR_AE_N)(CH_EH)(SK_AH)
franceschi	(FR_AA_N)(CH_EH)(SK_IY)
franceschini	(FR_AA_N)(CH_EH)(SK_IY)(N_IY)
francesco	(FR_AE_N)(CH_EH)(SK_OW)
francesconi	(FR_AA_N)(CH_EH)(SK_OW)(N_IY)
francese	(FR_AA_N)(CH_EY)(Z_IY)
francesmary	(FR_AE_N)(S_AH)(SM_EH)(R_IY)
franchi	(FR_AA_N)(K_IY)
franchik	(FR_AE_N)(CH_IH_K)
franchini	(FR_AA_N)(K_IY)(N_IY)
franchino	(FR_AA_N)(K_IY)(N_OW)
franchise	(FR_AE_N)(CH_AY_Z)
franchised	(FR_AE_N)(CH_AY_ZD)
franchisee	(FR_AE_N)(CH_AY)(Z_IY)
franchisees	(FR_AE_N)(CH_AY)(Z_IY_Z)
franchiser	(FR_AE_N)(CH_AY)(Z_ER)
franchisers	(FR_AE_N)(CH_AY)(Z_ER_Z)
franchises	(FR_AE_N)(CH_AY)(Z_IH_Z)
franchising	(FR_AE_N)(CH_AY)(Z_IH_NG)
franchot	(FR_AE_N)(K_AH_T)
francia	(FR_AA_N)(CH_AH)
francie	(FR_AE_NG)(K_IY)
francies	(FR_AH_N)(S_IY_Z)
francine	(FR_AE_N)(S_IY_N)
francines	(FR_AE_N)(S_IY_NZ)
francis	(FR_AE_N)(S_AH_S)
franciscan	(FR_AE_N)(S_IH)(SK_AH_N)
franciscans	(FR_AE_N)(S_IH)(SK_AH_NZ)
francisco	(FR_AE_N)(S_IH)(SK_OW)
franciso	(FR_AE_N)(S_IY)(S_OW)
francisville	(FR_AE_N)(S_IH_S)(V_IH_L)
franck	(FR_AE_NGK)
francke	(FR_AE_NGK)
francklin	(FR_AE_NG)(KL_IH_N)
francklyn	(FR_AE_NG)(KL_IH_N)
franckowiak	(FR_AH_N)(SK_AW)(IY)(AE_K)
franco	(FR_AE_NG)(K_OW)
francoeur	(FR_AH_N)(K_ER)
francois	(FR_AA_N)(SW_AA)
francoise	(FR_AE_N)(SW_AA_Z)
francom	(FR_AE_NG)(K_AA_M)
francophile	(FR_AE_NG)(K_AH)(F_AY_L)
francorp	(FR_AE_N)(K_AO_RP)
francs	(FR_AE_NGKS)
francy	(FR_AE_N)(S_IY)
francyne	(FR_AE_N)(S_AY_N)
franczak	(FR_AE_N)(CH_AE_K)
frandsen	(FR_AE_ND)(S_AH_N)
frane	(FR_EY_N)
franek	(FR_AE)(N_IH_K)
franey	(FR_EY)(N_IY)
frangos	(FR_AE_NG)(G_OW_Z)
franjo	(FR_AE_N)(JH_OW)
frank	(FR_AE_NGK)
franke	(FR_AE_NGK)
franked	(FR_AE_NGKT)
frankel	(FR_AE_NG)(K_AH_L)
franken	(FR_AE_NG)(K_AH_N)
frankenberg	(FR_AE_NG)(K_AH_N)(B_ER_G)
frankenberger	(FR_AE_NG)(K_AH_N)(B_ER)(G_ER)
frankenberry	(FR_AE_NG)(K_AH_N)(B_EH)(R_IY)
frankenfield	(FR_AE_NG)(K_AH_N)(F_IY_LD)
frankenheimer	(FR_AE_NG)(K_AH_N)(HH_AY)(M_ER)
frankenstein	(FR_AE_NG)(K_AH_N)(ST_AY_N)
frankfort	(FR_AE_NGK)(F_ER_T)
frankfurt	(FR_AE_NGK)(F_ER_T)
frankfurter	(FR_AE_NGK)(F_ER)(T_ER)
frankfurters	(FR_AE_NGK)(F_ER)(T_ER_Z)
frankhouser	(FR_AE_NGK)(HH_AW)(S_ER)
frankie	(FR_AE_NG)(K_IY)
frankiewicz	(FR_AE_N)(K_AH)(V_IH_CH)
frankincense	(FR_AE_NG)(K_AH_N)(S_EH_NS)
franking	(FR_AE_NG)(K_IH_NG)
frankino	(FR_AE_NG)(K_IY)(N_OW)
frankish	(FR_AE_NG)(K_IH_SH)
frankl	(FR_AE_NG)(K_AH_L)
frankland	(FR_AE_NG)(KL_AH_ND)
franklin	(FR_AE_NG)(KL_IH_N)
franklinite	(FR_AE_NG)(KL_IH)(N_AY_T)
franklinville	(FR_AE_NG)(KL_IH_N)(V_IH_L)
frankly	(FR_AE_NG)(KL_IY)
franklyn	(FR_AE_NG)(KL_IH_N)
frankness	(FR_AE_NGK)(N_AH_S)
franko	(FR_AE_NG)(K_OW)
frankovich	(FR_AE_NG)(K_AH)(V_IH_CH)
frankowski	(FR_AH_NG)(K_AO_F)(SK_IY)
franks	(FR_AE_NGKS)
frankson	(FR_AE_NGK)(S_AH_N)
frankum	(FR_AE_NG)(K_AH_M)
frannie	(FR_AE)(N_IY)
franny	(FR_AE)(N_IY)
frans	(FR_AE_NZ)
fransen	(FR_AE_N)(S_AH_N)
franson	(FR_AE_N)(S_AH_N)
franssen	(FR_AE_N)(S_AH_N)
franta	(FR_AE_N)(T_AH)
frantic	(FR_AE_N)(T_IH_K)
frantically	(FR_AE_N)(T_AH)(K_AH)(L_IY)
frantom	(FR_AE_N)(T_AH_M)
frantz	(FR_AE_NTS)
frantzen	(FR_AE_NT)(Z_AH_N)
franyo	(FR_AA_N)(Y_OW)
franz	(FR_AE_NZ)
franze	(FR_AE_NZ)
franzel	(FR_AE_N)(Z_AH_L)
franzen	(FR_AE_N)(Z_AH_N)
franzese	(FR_AA_N)(Z_EY)(Z_IY)
franzone	(FR_AA_N)(Z_OW)(N_IY)
franzoni	(FR_AA_N)(Z_OW)(N_IY)
frap	(FR_AE_P)
fraph	(FR_AE_F)
frappier	(FR_AE)(P_IY)(ER)
frary	(FR_EH)(R_IY)
frasca	(FR_AA)(SK_AH)
frascella	(FR_AA_S)(CH_EH)(L_AH)
frasch	(FR_AE_SH)
frasco	(FR_AA)(SK_OW)
frase	(FR_EY_Z)
fraser	(FR_EY)(Z_ER)
frasher	(FR_AE)(SH_ER)
frashier	(FR_EY_ZH)(Y_ER)
frasier	(FR_EY)(ZH_ER)
frasure	(FR_AA)(ZH_ER)
fratangelo	(FR_AA)(T_AA_NG)(G_EH)(L_OW)
frate	(FR_EY_T)
frater	(FR_EY)(T_ER)
fraternal	(FR_AH)(T_ER)(N_AH_L)
fraternities	(FR_AH)(T_ER)(N_AH)(T_IY_Z)
fraternity	(FR_AH)(T_ER)(N_AH)(T_IY)
fraternize	(FR_AE)(T_ER)(N_AY_Z)
fraternizing	(FR_AE)(T_ER)(N_AY)(Z_IH_NG)
frates	(FR_EY_TS)
fratricide	(FR_AE)(TR_AH)(S_AY_D)
fratricides	(FR_AE)(TR_AH)(S_AY_DZ)
fratus	(FR_AE)(T_IH_S)
fratzke	(FR_AE_TSK)
frau	(FR_AW)
fraud	(FR_AO_D)
frauds	(FR_AO_DZ)
fraudster	(FR_AO_D)(ST_ER)
fraudsters	(FR_AO_D)(ST_ER_Z)
fraudulent	(FR_AO)(JH_AH)(L_AH_NT)
fraudulently	(FR_AO)(D_UW)(L_AH_NT)(L_IY)
fraught	(FR_AO_T)
fraum	(FR_AW_M)
frausto	(FR_AO)(ST_OW)
fravel	(FR_AE)(V_AH_L)
frawley	(FR_AO)(L_IY)
fray	(FR_EY)
frayed	(FR_EY_D)
frayer	(FR_EY)(ER)
fraying	(FR_EY)(IH_NG)
frayn	(FR_EY_N)
frayne	(FR_EY_N)
fraze	(FR_EY_Z)
frazee	(FR_AH)(Z_IY)
frazer	(FR_EY)(Z_ER)
frazier	(FR_EY)(ZH_ER)
frazzano	(FR_AH)(Z_AA)(N_OW)
frazzini	(FR_AA_T)(S_IY)(N_IY)
frazzle	(FR_AE)(Z_AH_L)
frazzled	(FR_AE)(Z_AH_LD)
fread	(FR_EH_D)
freak	(FR_IY_K)
freaked	(FR_IY_KT)
freaking	(FR_IY)(K_IH_NG)
freaks	(FR_IY_KS)
freaky	(FR_IY)(K_IY)
frean	(FR_IY_N)
frear	(FR_IH_R)
frears	(FR_IY_RZ)
freas	(FR_IY_Z)
frease	(FR_IY_Z)
freberg	(FR_IY)(B_ER_G)
frech	(FR_EH_K)
frechette	(FR_IH)(SH_EH_T)
freck	(FR_EH_K)
freckle	(FR_EH)(K_AH_L)
freckled	(FR_EH)(K_AH_LD)
freckles	(FR_EH)(K_AH_LZ)
fred	(FR_EH_D)
freda	(FR_EH_D)
freddie	(FR_EH)(D_IY)
freddy	(FR_EH)(D_IY)
freddye	(FR_EH)(D_IY)
frede	(FR_IY_D)
fredell	(FR_EH)(D_AH_L)
fredella	(FR_EH)(D_EH)(L_AH)
fredenburg	(FR_IY)(D_AH_N)(B_ER_G)
frederic	(FR_EH)(DR_IH_K)
frederica	(FR_EH)(D_ER)(IY)(K_AH)
frederick	(FR_EH)(DR_IH_K)
fredericka	(FR_EY)(D_EH)(R_IY)(K_AH)
fredericks	(FR_EH)(DR_IH_KS)
fredericksburg	(FR_EH)(DR_IH_KS)(B_ER_G)
fredericksen	(FR_EH)(D_ER)(IH_K)(S_AH_N)
frederickson	(FR_EH)(D_ER)(IH_K)(S_AH_N)
frederico	(FR_EH)(D_ER)(IY)(K_OW)
frederika	(FR_EY)(D_EH)(R_IY)(K_AH)
frederiksen	(FR_EH)(D_ER)(IH_K)(S_AH_N)
frederking	(FR_EH)(D_ER)(K_IH_NG)
fredette	(FR_IH)(D_EH_T)
frediani	(FR_EH)(D_IY)(AA)(N_IY)
fredin	(FR_EH)(D_IH_N)
fredkin	(FR_EH_D)(K_IH_N)
fredlund	(FR_EH_D)(L_AH_ND)
fredman	(FR_EH_D)(M_AH_N)
fredo	(FR_IY)(D_OW)
fredric	(FR_EH)(DR_IH_K)
fredrich	(FR_EH)(DR_IH_K)
fredrick	(FR_EH)(DR_IH_K)
fredricks	(FR_EH)(DR_IH_KS)
fredricksen	(FR_EH)(DR_IH_K)(S_AH_N)
fredrickson	(FR_EH)(DR_IH_K)(S_AH_N)
fredriksen	(FR_IH)(DR_IH_K)(S_AH_N)
fredrikson	(FR_EH)(DR_IH_K)(S_AH_N)
free	(FR_IY)
freeberg	(FR_IY)(B_ER_G)
freebie	(FR_IY)(B_IY)
freebies	(FR_IY)(B_IY_Z)
freeborn	(FR_IY)(B_ER_N)
freeburg	(FR_IY)(B_ER_G)
freeburn	(FR_IY)(B_ER_N)
freed	(FR_IY_D)
freedenberg	(FR_IY)(D_EH_N)(B_ER_G)
freedland	(FR_IY_D)(L_AH_ND)
freedle	(FR_IY)(D_AH_L)
freedman	(FR_IY_D)(M_AH_N)
freedom	(FR_IY)(D_AH_M)
freedoms	(FR_IY)(D_AH_MZ)
freefall	(FR_IY)(F_AO_L)
freeform	(FR_IY)(F_AO_RM)
freeh	(FR_IY)
freehand	(FR_IY)(HH_AE_ND)
freehling	(FR_IY)(L_IH_NG)
freehold	(FR_IY)(HH_OW_LD)
freeholder	(FR_IY)(HH_OW_L)(D_ER)
freeholders	(FR_IY)(HH_OW_L)(D_ER_Z)
freeing	(FR_IY)(IH_NG)
freel	(FR_IY_L)
freelance	(FR_IY)(L_AE_NS)
freelancer	(FR_IY)(L_AE_N)(S_ER)
freelancers	(FR_IY)(L_AE_N)(S_ER_Z)
freelancing	(FR_IY)(L_AE_N)(S_IH_NG)
freeland	(FR_IY)(L_AH_ND)
freeloader	(FR_IY)(L_OW)(D_ER)
freeloaders	(FR_IY)(L_OW)(D_ER_Z)
freelove	(FR_IY)(L_AH_V)
freels	(FR_IY_LZ)
freely	(FR_IY)(L_IY)
freeman	(FR_IY)(M_AH_N)
freemans	(FR_IY)(M_AH_NZ)
freemason	(FR_IY)(M_EY)(S_AH_N)
freemasonry	(FR_IY)(M_EY)(S_AH_N)(R_IY)
freemen	(FR_IY)(M_EH_N)
freemon	(FR_IY)(M_AH_N)
freemont	(FR_IY)(M_AA_NT)
freemyer	(FR_IY)(M_IY)(ER)
freen	(FR_IY_N)
freeney	(FR_IY)(N_IY)
freeny	(FR_IY)(N_IY)
freeport	(FR_IY)(P_AO_RT)
freer	(FR_IY)(ER)
frees	(FR_IY_Z)
freese	(FR_IY_Z)
freest	(FR_IY)(IH_ST)
freestanding	(FR_IY)(ST_AE_N)(D_IH_NG)
freestone	(FR_IY)(ST_OW_N)
freestyle	(FR_IY)(ST_AY_L)
freet	(FR_IY_T)
freethinker	(FR_IY)(TH_IH_NG)(K_ER)
freethinkers	(FR_IY)(TH_IH_NG)(K_ER_Z)
freetown	(FR_IY)(T_AW_N)
freeway	(FR_IY)(W_EY)
freeways	(FR_IY)(W_EY_Z)
freewheeling	(FR_IY)(W_IY)(L_IH_NG)
freewing	(FR_IY)(W_IH_NG)
freeze	(FR_IY_Z)
freezer	(FR_IY)(Z_ER)
freezers	(FR_IY)(Z_ER_Z)
freezes	(FR_IY)(Z_IH_Z)
freezing	(FR_IY)(Z_IH_NG)
fregeau	(FR_IH)(ZH_OW)
fregia	(FR_IY)(JH_IY)(AH)
fregoso	(FR_EH)(G_OW)(S_OW)
frei	(FR_AY)
freia	(FR_IY)(AH)
freiberg	(FR_AY)(B_ER_G)
freiberger	(FR_AY)(B_ER)(G_ER)
freiburger	(FR_AY)(B_ER)(G_ER)
freid	(FR_IY_D)
freidan	(FR_IY)(D_AH_N)
freidel	(FR_AY)(D_AH_L)
freidman	(FR_AY_D)(M_AH_N)
freidy	(FR_IY)(D_IY)
freier	(FR_EY)(ER)
freiermuth	(FR_AY)(ER)(M_UW_TH)
freight	(FR_EY_T)
freighter	(FR_EY)(T_ER)
freighters	(FR_EY)(T_ER_Z)
freightliner	(FR_EY_T)(L_AY)(N_ER)
freightway	(FR_EY)(TW_EY)
freightways	(FR_EY)(TW_EY_Z)
freiheit	(FR_AY)(HH_AY_T)
freije	(FR_IY_JH)
freilich	(FR_AY)(L_IH_K)
freiman	(FR_AY)(M_AH_N)
freimark	(FR_AY)(M_AA_RK)
freimuth	(FR_AY)(M_UW_TH)
frein	(FR_EY_N)
freind	(FR_AY_ND)
freire	(FR_IH_R)
freis	(FR_IY_Z)
freise	(FR_IY_S)
freitag	(FR_AY)(T_AH_G)
freitas	(FR_AY)(T_AH_Z)
freiwald	(FR_AY)(W_AO_LD)
frel	(FR_EH_L)
frelimo	(FR_EH)(L_IH)(M_OW)
frels	(FR_EH_LZ)
fremd	(FR_EH_MD)
fremin	(FR_EH)(M_IH_N)
fremont	(FR_IY)(M_AA_NT)
french	(FR_EH_NCH)
frenchman	(FR_EH_NCH)(M_AE_N)
frenchmen	(FR_EH_NCH)(M_EH_N)
frenetic	(FR_AH)(N_EH)(T_IH_K)
frenette	(FR_IH)(N_EH_T)
freni	(FR_EH)(N_IY)
frenkel	(FR_EH_NG)(K_AH_L)
frentz	(FR_EH_NTS)
frenz	(FR_EH_NZ)
frenzel	(FR_EH_N)(Z_AH_L)
frenzied	(FR_EH_N)(Z_IY_D)
frenzy	(FR_EH_N)(Z_IY)
freon	(FR_IY)(AA_N)
freons	(FR_IY)(AA_NZ)
frequencies	(FR_IY)(KW_AH_N)(S_IY_Z)
frequency	(FR_IY)(KW_AH_N)(S_IY)
frequent	(FR_IY)(KW_AH_NT)
frequented	(FR_IY)(KW_AH_N)(T_IH_D)
frequently	(FR_IY)(KW_AH_NT)(L_IY)
frequents	(FR_IY)(KW_AH_NTS)
frere	(FR_IH_R)
freres	(FR_IY_RZ)
frerichs	(FR_EH)(R_IH_KS)
frericks	(FR_EH)(R_IH_KS)
frerika	(FR_EH)(R_IH)(K_AH)
frerking	(FR_ER)(K_IH_NG)
fresco	(FR_EH)(SK_OW)
frescoed	(FR_EH)(SK_OW_D)
frescoes	(FR_EH)(SK_OW_Z)
frese	(FR_IY_Z)
fresenius	(FR_AH)(S_IY)(N_IY)(AH_S)
fresh	(FR_EH_SH)
freshbake	(FR_EH_SH)(B_EY_K)
freshen	(FR_EH)(SH_AH_N)
freshener	(FR_EH)(SH_AH)(N_ER)
fresheners	(FR_EH)(SH_AH)(N_ER_Z)
freshening	(FR_EH)(SH_AH)(N_IH_NG)
fresher	(FR_EH)(SH_ER)
freshest	(FR_EH)(SH_AH_ST)
